Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2021-01-02 08:30:00,166.53,206.77,11.99,45.29,33.3,24.12,4.87,1.82,1.12,2.78,13.01,13.79,,10.27,3.78,23.32,82.53,0.06,141.41,0.0,0.0,,853.2,
2021-01-02 08:45:00,133.71,166.69,10.69,43.66,32.97,24.32,4.97,1.82,1.73,2.85,13.27,14.19,,10.54,3.88,23.57,81.53,,126.68,0.0,0.0,,853.2,
2021-01-02 09:00:00,125.66,156.63,12.53,47.0,34.47,25.63,4.45,1.76,2.19,2.9,13.12,14.28,,10.43,3.81,23.8,80.46,0.01,115.32,0.0,0.0,,853.1,
2021-01-02 09:15:00,140.83,175.26,10.57,46.6,36.03,25.58,3.9,1.78,2.26,2.88,13.16,14.27,,10.42,3.77,24.04,79.08,,112.21,0.0,0.0,,853.1,
2021-01-02 09:30:00,158.29,196.08,9.32,45.98,36.67,25.45,3.62,1.76,3.59,2.88,13.25,13.78,,10.29,3.67,24.79,75.83,0.03,96.12,0.0,0.0,,853.4,
2021-01-02 09:45:00,174.28,216.4,7.08,43.76,36.68,24.56,3.28,1.7,5.06,2.94,13.13,13.81,,10.2,3.64,25.58,73.04,0.01,129.11,0.0,0.0,,853.5,
2021-01-02 10:00:00,185.97,232.09,7.88,44.43,36.55,25.22,5.47,1.71,5.83,2.98,13.27,14.05,,10.15,3.59,26.18,70.87,,138.1,0.0,0.0,,853.8,
2021-01-02 10:15:00,200.84,249.9,6.58,43.92,37.34,25.36,5.96,1.75,6.92,3.08,13.07,14.33,,9.68,3.38,26.63,68.04,,186.76,0.0,0.0,,853.6,
2021-01-02 10:30:00,215.76,268.58,5.72,42.71,36.98,24.89,5.9,1.66,8.89,3.67,11.76,14.64,,7.44,2.37,26.8,67.43,,172.64,0.0,0.0,,853.7,
2021-01-02 10:45:00,224.79,279.7,3.83,39.43,35.87,23.48,6.0,1.22,11.33,3.82,11.45,14.11,,7.35,2.27,27.3,65.71,0.09,261.92,0.0,0.0,,853.9,
2021-01-02 11:00:00,220.66,274.64,3.89,35.21,31.32,23.99,6.05,1.01,13.16,3.79,11.29,13.57,,7.39,2.33,27.54,64.47,,158.53,0.0,0.0,,853.7,
2021-01-02 11:15:00,201.09,251.17,1.78,31.3,29.53,21.4,5.57,0.91,19.04,3.76,10.56,12.58,,7.16,2.23,27.8,62.05,0.09,249.93,0.0,0.0,,853.9,
2021-01-02 11:30:00,171.59,214.48,4.46,33.68,29.22,22.2,5.37,0.84,21.51,3.66,10.06,11.47,,7.01,2.11,27.31,69.29,,272.62,0.0,0.0,,853.9,
2021-01-02 11:45:00,158.25,198.65,4.96,33.91,28.95,22.96,5.42,0.77,21.79,3.55,9.66,11.0,,7.02,2.07,27.75,66.98,0.11,261.34,0.0,0.0,,854.0,
2021-01-02 12:00:00,136.29,171.6,4.39,29.84,34.23,23.62,5.78,0.79,26.25,3.49,9.21,10.37,,6.78,2.05,26.91,72.19,0.8,265.51,0.0,0.0,,853.8,
2021-01-02 12:15:00,128.76,162.0,,,,,8.76,0.9,26.92,3.43,8.86,9.76,,6.71,1.93,27.11,71.2,0.16,265.68,0.0,0.0,,853.7,
2021-01-02 12:30:00,123.3,154.69,6.14,28.37,34.51,25.83,11.31,0.91,35.16,3.44,8.78,9.86,,6.89,2.02,26.8,71.71,0.99,272.12,0.0,0.0,,853.6,
2021-01-02 12:45:00,115.63,144.48,4.58,34.34,29.76,25.42,12.28,0.96,39.58,3.62,9.04,10.33,,7.32,2.14,26.85,71.18,1.78,269.63,0.0,0.0,,853.5,
2021-01-02 13:00:00,111.23,139.71,2.97,31.46,28.49,25.04,11.68,0.92,31.82,4.34,9.09,10.37,,7.59,2.2,27.01,69.96,0.45,259.32,0.0,0.0,,853.7,
2021-01-02 13:15:00,108.98,137.38,2.9,31.23,28.45,24.04,10.26,0.73,33.32,5.3,9.3,10.69,,7.82,2.28,26.84,71.29,0.85,272.74,0.0,0.0,,853.5,
2021-01-02 13:30:00,106.56,135.76,3.36,30.66,27.3,23.35,9.2,0.63,32.75,5.74,9.35,10.53,,8.08,2.29,26.94,71.44,0.68,266.99,0.0,0.0,,853.5,
2021-01-02 13:45:00,107.31,138.23,1.11,28.77,27.68,22.35,8.57,0.73,31.69,5.74,9.14,10.39,,7.92,2.28,27.08,71.19,1.33,269.6,0.0,0.0,,853.7,
2021-01-02 14:00:00,102.26,135.11,1.59,27.96,26.37,21.31,4.8,0.78,31.64,5.41,8.66,10.15,,7.77,2.22,27.02,69.82,0.9,270.31,0.0,0.0,,853.6,
2021-01-02 14:15:00,98.33,130.82,3.15,28.87,25.72,20.87,4.7,0.68,32.85,5.09,8.41,9.86,,7.59,2.15,27.44,65.53,0.2,270.12,0.0,0.0,,853.7,
2021-01-02 14:30:00,100.32,135.56,3.35,29.76,26.41,21.81,4.73,0.67,36.43,4.7,8.01,9.7,,7.54,2.09,27.89,60.42,0.13,236.14,0.0,0.0,,853.7,
2021-01-02 14:45:00,103.11,140.3,3.42,31.73,28.32,23.39,6.21,0.73,41.99,4.4,7.75,9.43,,7.38,2.08,27.78,57.23,0.23,268.88,0.0,0.0,,853.6,
2021-01-02 15:00:00,104.97,141.9,2.7,31.56,28.85,22.22,7.34,0.92,48.18,4.03,7.37,9.29,,7.2,2.03,27.61,58.15,0.26,271.84,0.0,0.0,,853.6,
2021-01-02 15:15:00,105.82,143.52,2.14,30.81,28.67,21.74,6.95,0.91,48.68,2.71,5.19,6.26,,5.14,1.41,27.53,58.85,0.66,277.71,0.0,0.0,,853.7,
2021-01-02 15:30:00,108.1,145.63,2.57,30.12,27.78,21.45,5.03,0.99,49.0,1.47,3.06,3.01,,3.09,0.85,27.34,58.9,0.75,271.74,0.0,0.0,,853.8,
2021-01-02 15:45:00,108.13,144.48,4.0,31.53,27.54,20.35,3.18,0.96,51.24,1.46,3.29,3.4,,3.37,0.92,26.97,60.46,1.25,269.0,0.0,0.0,,853.6,
2021-01-02 16:00:00,106.25,142.62,2.83,30.41,27.58,20.87,4.09,0.84,47.99,1.44,3.5,3.68,,3.73,0.96,26.92,59.6,0.84,266.38,0.0,0.0,,854.0,
2021-01-02 16:15:00,103.4,137.81,2.92,32.21,29.29,20.44,4.07,0.74,40.83,1.43,3.74,3.78,,3.97,0.97,27.0,59.67,0.01,277.46,0.0,0.0,,853.9,
2021-01-02 16:30:00,103.49,137.53,3.33,34.82,31.53,20.43,3.63,0.74,40.15,1.4,3.95,3.8,,4.14,0.97,26.73,64.51,0.29,263.51,0.0,0.0,,853.8,
2021-01-02 16:45:00,105.73,139.93,3.73,34.75,31.02,21.8,3.32,0.69,34.78,1.35,3.82,3.63,,4.03,0.97,26.61,66.17,,288.09,0.0,0.0,,853.8,
2021-01-02 17:00:00,114.16,149.43,2.79,33.72,30.93,21.75,2.96,0.69,36.98,1.29,3.82,3.5,,3.97,0.99,26.37,66.6,0.12,255.73,0.0,0.0,,853.8,
2021-01-02 17:15:00,127.87,166.01,2.81,34.35,31.54,22.94,2.61,0.67,34.9,1.29,4.08,3.72,,4.23,0.99,25.96,67.89,0.06,274.99,0.0,0.0,,853.7,
2021-01-02 17:30:00,146.93,189.68,3.39,35.85,32.48,22.86,2.59,0.74,33.46,1.33,4.42,3.86,,4.33,1.1,25.6,68.73,0.01,289.06,0.0,0.0,,853.8,
2021-01-02 17:45:00,152.98,198.03,3.08,34.39,31.31,21.93,2.32,0.83,33.54,1.35,4.79,4.21,,4.52,1.13,25.25,68.96,,286.53,0.0,0.0,,853.7,
2021-01-02 18:00:00,147.88,192.3,2.77,37.72,34.96,22.03,4.7,0.89,28.06,1.38,5.19,4.26,,4.69,1.19,25.01,69.99,,289.26,0.0,0.0,,853.7,
2021-01-02 18:15:00,139.52,182.63,3.44,38.01,34.57,20.66,4.84,0.86,29.08,1.39,5.46,4.57,,4.91,1.27,24.83,69.95,,291.72,0.0,0.0,,853.5,
2021-01-02 18:30:00,126.07,166.54,2.96,36.28,33.32,21.1,5.51,0.9,28.01,1.41,5.76,4.7,,5.08,1.35,24.64,69.43,,287.66,0.0,0.0,,853.6,
2021-01-02 18:45:00,114.73,152.17,3.87,37.41,33.53,21.73,6.14,0.9,25.9,1.42,6.12,5.04,,5.36,1.41,24.51,69.75,,282.71,0.0,0.0,,853.5,
2021-01-02 19:00:00,113.31,150.53,2.93,38.97,36.05,20.45,6.54,0.9,22.23,1.44,6.2,5.59,,5.46,1.48,24.53,69.47,,270.69,0.0,0.0,,853.5,
2021-01-02 19:15:00,113.0,150.07,4.14,38.24,34.09,21.02,6.38,0.91,23.87,1.46,6.45,5.89,,5.56,1.6,24.46,68.01,,277.41,0.0,0.0,,853.4,
2021-01-02 19:30:00,111.02,147.08,2.77,39.06,36.29,19.82,6.55,1.01,21.21,1.42,6.57,6.12,,5.68,1.6,24.31,68.3,,272.59,0.0,0.0,,853.4,
2021-01-02 19:45:00,110.96,146.98,3.51,39.82,36.31,20.95,6.62,0.95,15.8,1.45,6.84,6.48,,5.87,1.77,24.24,68.64,,281.37,0.0,0.0,,853.4,
2021-01-02 20:00:00,113.09,150.53,4.57,41.92,37.35,21.36,5.13,0.88,16.16,1.44,6.87,6.48,,6.0,1.79,24.23,68.12,,277.21,0.0,0.0,,853.3,
2021-01-02 20:15:00,112.91,149.66,3.93,40.18,36.25,21.58,5.85,0.89,14.33,1.46,7.16,6.98,,6.27,1.9,24.11,68.19,,275.56,0.0,0.0,,853.4,
2021-01-02 20:30:00,115.29,152.01,6.49,44.05,37.55,22.71,5.52,0.92,8.06,1.47,7.27,7.25,,6.3,1.97,23.96,68.74,,273.96,0.0,0.0,,853.4,
2021-01-02 20:45:00,122.04,160.25,10.55,50.87,40.32,22.25,5.75,0.98,6.78,1.48,7.53,7.67,,6.5,2.11,23.78,69.9,,285.45,0.0,0.0,,853.5,
2021-01-02 21:00:00,128.77,167.36,4.05,44.09,40.04,22.06,5.55,0.95,10.05,1.51,7.69,7.81,,6.76,2.17,23.82,68.75,,291.03,0.0,0.0,,853.5,
2021-01-02 21:15:00,132.42,170.73,7.69,45.54,37.84,22.4,5.58,0.99,5.37,1.53,7.89,8.12,,6.84,2.22,23.52,70.74,,295.73,0.0,0.0,,853.5,
2021-01-02 21:30:00,137.32,176.25,7.11,47.43,40.32,23.59,4.87,1.08,3.19,1.56,8.29,8.49,,7.26,2.39,23.33,72.43,,324.65,0.0,0.0,,853.4,
2021-01-02 21:45:00,138.9,177.65,13.21,52.82,39.6,24.5,4.21,1.14,1.7,1.59,8.6,8.75,,7.45,2.59,23.34,72.17,,302.79,0.0,0.0,,853.4,
2021-01-02 22:00:00,133.29,170.62,12.18,51.13,38.94,22.67,5.13,1.18,1.49,1.66,9.08,9.19,,7.65,2.7,23.23,72.77,,316.25,0.0,0.0,,853.4,
2021-01-02 22:15:00,125.95,161.48,9.71,50.88,41.18,22.27,4.86,1.21,1.2,1.74,9.62,9.05,,7.64,2.84,23.03,74.11,,345.76,0.0,0.0,,853.4,
2021-01-02 22:30:00,117.72,151.32,13.24,53.06,39.81,23.32,4.59,1.26,0.71,1.76,10.04,9.49,,7.96,2.94,22.81,76.79,,177.24,0.0,0.0,,853.4,
2021-01-02 22:45:00,113.3,146.02,36.06,67.94,31.88,25.1,4.09,1.31,1.26,1.8,10.4,9.76,,8.33,3.15,22.69,77.81,,357.87,0.0,0.0,,853.5,
2021-01-02 23:00:00,118.12,152.44,39.42,70.97,31.55,26.49,4.18,1.26,1.12,1.82,10.6,9.82,,8.43,3.16,22.53,78.91,,285.24,0.0,0.0,,853.4,
2021-01-02 23:15:00,128.18,164.71,36.43,69.37,32.95,25.84,4.05,1.27,1.21,1.83,10.9,10.0,,8.66,3.3,22.57,78.97,,159.12,0.0,0.0,,853.3,
2021-01-02 23:30:00,151.38,192.11,70.73,92.41,21.68,30.51,4.07,1.31,1.39,1.88,11.11,10.32,,8.84,3.46,22.43,79.26,,304.59,0.0,0.0,,853.3,
2021-01-02 23:45:00,,,,,,,,,,,,,,,,,,,,,0.0,,,
2021-01-03 00:00:00,180.29,224.2,58.23,83.4,83.4,29.6,5.56,1.39,1.0,2.04,12.4,10.73,,9.39,3.65,22.15,82.33,,325.71,0.0,0.0,,853.5,
2021-01-03 00:15:00,177.95,219.98,46.19,75.71,75.69,28.39,6.1,1.42,1.0,2.2,13.07,11.39,,9.88,3.89,22.04,82.11,,292.23,0.0,0.0,,853.4,
2021-01-03 00:30:00,160.43,198.42,9.77,48.46,48.43,23.36,6.26,1.46,4.0,2.34,13.8,11.96,,10.33,4.02,22.31,77.48,,318.23,0.0,0.0,,853.6,
2021-01-03 00:45:00,135.29,169.1,4.81,43.34,43.35,22.0,7.32,1.42,5.0,2.47,14.25,12.52,,10.67,4.15,22.19,79.62,,88.72,0.0,0.0,,853.3,
2021-01-03 01:00:00,117.82,147.64,18.38,54.21,54.22,22.9,8.05,1.34,1.0,2.59,14.62,12.46,,10.79,4.11,21.91,81.94,,50.13,0.0,0.0,,853.5,
2021-01-03 01:15:00,116.55,144.79,58.62,84.64,84.61,28.97,8.72,1.36,1.0,2.67,15.06,12.9,,10.85,4.09,21.74,83.5,,299.26,0.0,0.0,,852.9,
2021-01-03 01:30:00,120.58,150.48,35.4,66.74,66.74,25.88,8.9,1.34,1.0,2.78,15.56,12.5,,10.75,3.96,21.57,83.66,,115.65,0.0,0.0,,853.1,
2021-01-03 01:45:00,129.78,161.95,54.56,81.8,81.78,26.02,9.33,1.31,1.0,2.9,15.9,12.65,,10.72,3.96,21.47,83.07,,260.31,0.0,0.0,,853.2,
2022-01-01 00:00:00,,,57.42,43.17,100.71,,50.79,2.54,9.28,1.24,,,,1.89,5.39,21.98,99.9,,103.71,,0.0,,,
2022-01-01 00:15:00,87.0,87.33,16.68,39.25,55.88,0.99,50.97,2.12,10.48,1.18,,,,1.9,5.67,21.79,99.9,,34.33,,0.0,,,
2022-01-01 00:30:00,,,10.05,34.07,44.12,,50.26,2.08,13.1,1.17,,,,1.92,5.64,21.52,99.9,,34.23,,0.0,,,
2022-01-01 00:45:00,,,10.86,31.75,42.62,,51.09,2.05,9.94,1.19,,,,1.84,5.53,21.24,99.9,,34.2,,0.0,,,
2022-01-01 01:00:00,,,14.16,32.95,47.1,,50.6,2.05,10.68,1.15,,,,1.83,5.38,21.02,99.9,,33.93,,0.0,,,
2022-01-01 01:15:00,,,9.4,29.19,38.57,,50.37,1.98,12.19,1.18,,,,1.88,5.21,20.91,99.9,,34.13,,0.0,,,
2022-01-01 01:30:00,,,11.4,28.79,40.18,,50.52,1.96,12.03,1.24,,,,1.91,5.07,20.84,99.9,,33.61,,0.0,,,
2022-01-01 01:45:00,,,21.19,33.0,54.26,,50.57,1.94,11.94,1.21,,,,1.87,5.07,21.06,99.9,,33.87,,0.0,,,
2022-01-01 02:00:00,,,59.23,39.21,98.43,,50.42,2.07,10.08,1.17,,,,1.83,5.14,21.16,99.9,,54.72,,0.0,,,
2022-01-01 02:15:00,,,108.84,40.56,149.43,,51.53,2.24,9.87,1.16,,,,1.8,5.3,21.14,99.9,,124.92,,0.0,,,
2022-01-01 02:30:00,,,44.42,45.25,89.73,,51.24,2.19,9.68,1.2,,,,1.66,5.38,21.16,99.9,,124.67,,0.0,,,
2022-01-01 02:45:00,,,151.02,45.59,196.79,,51.29,2.4,15.14,1.22,,,,1.52,5.02,21.26,99.9,,125.11,,0.0,,,
2022-01-01 03:00:00,,,106.52,49.44,156.0,,50.89,2.33,18.38,1.23,,,,1.53,4.64,21.38,99.9,,124.98,,0.0,,,
2022-01-01 03:15:00,,90.17,92.67,52.25,144.95,,,2.32,,,,,,,,21.53,99.9,,125.37,,0.0,,,
2022-01-01 03:30:00,91.53,97.0,96.72,47.5,144.22,,51.95,2.22,19.01,1.15,,,,1.56,4.65,21.59,99.9,,124.94,,0.0,,,
2022-01-01 03:45:00,92.0,97.0,141.85,41.63,183.5,,52.92,2.33,17.0,1.18,,,,1.53,4.49,21.44,99.9,,125.02,,0.0,,,
2022-01-01 04:00:00,92.0,97.0,116.86,43.66,160.84,,53.97,2.25,13.51,1.13,,,,1.55,4.5,21.2,99.9,,166.67,,0.0,,,
2022-01-01 04:15:00,,,180.44,39.46,219.94,,54.14,2.4,12.82,1.08,,,,1.58,4.47,21.07,99.9,,304.47,,0.0,,,
2022-01-01 04:30:00,,,131.09,36.74,167.88,,54.0,2.23,12.18,1.05,,,,1.43,4.22,20.93,99.9,,304.32,,0.0,,,
2022-01-01 04:45:00,,,135.78,36.81,172.49,,54.02,2.29,11.35,0.98,,,,1.39,4.34,20.83,99.9,,304.62,,0.0,,,
2022-01-01 05:00:00,,,109.04,21.66,130.48,0.04,53.19,2.16,10.27,0.96,,,,1.5,4.19,20.7,99.9,,241.38,,0.0,,,
2022-01-01 05:15:00,,,53.34,33.54,86.94,0.78,53.96,2.07,9.65,0.97,,,,1.54,4.3,20.45,99.9,,34.05,,0.0,,,
2022-01-01 05:30:00,,,32.85,32.41,65.34,,54.31,1.95,9.47,1.03,,,,1.53,4.01,20.31,99.9,,34.23,,0.0,,,
2022-01-01 05:45:00,,,99.28,35.36,134.14,0.03,53.9,2.37,7.69,1.02,,,,1.37,3.91,20.3,99.9,,33.96,,0.0,,,
2022-01-01 06:00:00,,,13.58,27.04,40.63,4.06,53.74,2.02,10.85,0.98,,,,1.23,4.01,20.23,99.9,,34.27,,0.0,,,
2022-01-01 06:15:00,,,64.89,42.28,107.16,,53.66,2.44,8.15,0.98,,,,1.28,4.26,20.17,99.9,,34.16,,0.0,,,
2022-01-01 06:30:00,,,86.16,29.76,115.93,,54.28,2.42,9.68,0.99,,,,1.27,4.3,20.15,99.9,,34.16,,0.0,,,
2022-01-01 06:45:00,,,37.46,33.81,71.26,,54.85,1.81,10.04,1.0,,,,1.29,4.3,20.0,99.9,,33.53,,0.0,,,
2022-01-01 07:00:00,,,38.47,32.15,70.73,,54.42,2.0,9.03,1.02,,,,1.38,4.22,19.82,99.9,,33.94,,0.0,,,
2022-01-01 07:15:00,,,102.67,29.61,132.45,,54.15,2.64,8.09,0.92,,,,1.47,4.05,19.85,99.9,,34.25,,0.0,,,
2022-01-01 07:30:00,,,67.88,30.84,98.5,4.54,54.15,2.12,9.81,0.87,,,,1.51,4.17,20.1,99.9,,33.95,,0.0,7.1,,
2022-01-01 07:45:00,,,90.59,32.27,122.87,1.38,54.16,2.29,8.62,0.85,,,,1.47,3.94,20.52,99.9,,34.3,,0.0,31.74,,
2022-01-01 08:00:00,,,,,,,,,,,,,,,,21.28,99.9,,56.48,,0.0,47.33,,
2022-01-01 08:15:00,,63.33,12.25,22.77,35.02,5.68,,1.75,,0.84,,,,1.26,4.23,21.94,99.9,,125.26,,0.0,55.87,,
2022-01-01 08:30:00,,,26.4,30.66,57.07,0.15,53.25,2.0,13.36,0.84,,,,1.3,3.51,22.45,99.9,,125.19,,0.0,54.75,,
2022-01-01 08:45:00,,,12.17,38.36,50.61,1.06,53.11,1.84,15.05,0.78,,,,1.16,3.42,22.94,99.9,,125.18,,0.0,73.64,,
2022-01-01 09:00:00,,,21.04,27.96,48.97,0.06,52.65,1.99,15.23,0.8,,,,1.1,3.15,23.62,99.9,,125.13,,0.0,55.92,,
2022-01-01 09:15:00,,,6.72,26.09,32.82,0.04,52.48,1.81,26.44,0.83,,,,1.09,3.16,24.66,99.9,,124.23,,0.0,95.13,,
2022-01-01 09:30:00,,,6.63,25.01,31.65,,51.99,1.78,28.99,0.88,,,,1.02,3.52,25.88,99.9,,142.41,,0.0,137.26,,
2022-01-01 09:45:00,,,6.65,22.04,28.7,,51.64,1.81,28.26,0.84,,,,1.04,3.28,27.61,99.9,,212.6,,0.0,141.11,,
2022-01-01 10:00:00,,,6.09,22.4,28.48,,51.58,1.81,34.6,0.87,,,,1.06,3.24,29.21,99.87,,213.11,,0.0,136.37,,
2022-01-01 10:15:00,,,4.2,23.17,27.38,,51.72,1.91,37.75,0.87,,,,1.1,3.17,29.32,99.9,,213.7,,0.0,160.74,,
2022-01-01 10:30:00,82.27,88.0,5.23,22.76,27.98,,53.08,1.98,25.23,0.91,,,,1.01,3.24,29.43,98.8,,218.02,,0.0,216.24,,
2022-01-01 10:45:00,82.0,88.0,7.24,27.3,34.55,,52.59,2.04,31.61,0.94,,,,0.96,3.01,29.87,97.12,,216.36,,0.0,278.72,,
2022-01-01 11:00:00,82.0,88.0,3.64,25.33,28.97,,52.59,2.0,35.42,0.94,,,,0.98,2.27,30.1,96.85,,235.99,,0.0,264.16,,
2022-01-01 11:15:00,82.0,88.57,2.78,23.7,26.48,,52.36,1.94,41.79,1.03,,,,0.97,2.66,30.23,97.02,,298.15,,0.0,380.54,,
2022-01-01 11:30:00,87.6,89.0,3.35,22.76,26.11,,52.13,1.99,51.07,1.13,,,,0.65,2.1,30.99,94.53,,298.4,,0.0,451.63,,
2022-01-01 11:45:00,88.0,89.0,2.64,17.41,20.07,,51.08,1.99,46.13,1.07,,,,0.79,2.11,31.94,89.77,,298.33,,0.0,519.45,,
2022-01-01 12:00:00,88.0,89.0,3.29,17.15,20.45,,50.01,1.85,48.21,0.99,,,,0.65,1.98,33.26,85.12,,232.85,,0.0,525.92,,
2022-01-01 12:15:00,,,2.37,13.97,16.35,0.28,49.44,1.87,47.66,1.03,,,,0.43,1.89,34.11,81.51,,28.94,,0.0,537.15,,
2022-01-01 12:30:00,,,4.42,17.88,22.31,0.1,48.59,1.98,41.46,1.05,,,,0.58,1.83,34.5,79.89,,29.07,,0.0,546.45,,
2022-01-01 12:45:00,,,6.1,23.2,29.28,,48.16,1.95,46.28,0.96,,,,0.57,2.06,34.85,77.71,,30.53,,0.0,541.53,,
2022-01-01 13:00:00,,,3.52,16.46,19.97,0.07,47.55,1.82,58.15,0.98,,,,0.49,1.6,35.39,76.47,,30.23,,0.0,525.13,,
2022-01-01 13:15:00,,,1.28,17.35,18.62,0.22,46.94,1.85,53.91,0.92,,,,0.47,1.46,35.31,76.84,,30.5,,0.0,518.52,,
2022-01-01 13:30:00,,,2.37,25.8,28.15,0.6,46.59,1.83,49.52,0.88,,,,0.5,1.25,35.81,74.06,,34.3,,0.0,511.36,,
2022-01-01 13:45:00,,,5.46,23.6,29.02,1.77,46.55,1.87,51.46,0.89,,,,0.58,1.33,36.38,71.76,,249.0,,0.0,483.58,,
2022-01-01 14:00:00,,,3.39,7.24,10.61,2.78,45.84,1.75,74.89,0.84,,,,0.48,1.52,35.78,72.62,,260.33,,0.0,487.01,,
2022-01-01 14:15:00,,,0.59,14.87,15.46,0.4,46.36,1.68,79.9,0.9,,,,0.42,1.39,35.15,76.37,,129.79,,0.0,447.99,,
2022-01-01 14:30:00,57.87,59.0,0.4,15.95,16.35,0.17,45.26,1.64,82.34,0.8,,,,0.51,1.34,34.96,75.1,,129.85,,0.0,420.02,,
2022-01-01 14:45:00,57.0,59.0,0.19,14.7,14.89,0.31,44.27,1.61,82.06,0.74,,,,0.55,1.41,34.86,74.05,,130.36,,0.0,397.61,,
2022-01-01 15:00:00,57.0,59.0,0.76,16.39,17.15,0.06,44.69,1.65,78.96,0.69,,,,0.85,1.83,34.73,73.53,,130.23,,0.0,368.92,,
2022-01-01 15:15:00,,,1.35,20.68,22.03,,45.24,1.73,74.53,0.74,,,,0.85,1.67,34.45,68.53,,132.34,,0.0,355.85,,
2022-01-01 15:30:00,52.33,53.0,1.08,21.05,22.13,0.02,45.85,1.67,83.83,0.69,,,,0.56,2.04,34.24,68.86,,132.86,,0.0,310.64,,
2022-01-01 15:45:00,52.0,53.0,0.95,19.11,20.06,0.07,45.59,1.69,88.13,0.63,,,,0.76,1.71,34.05,70.48,,134.14,,0.0,239.46,,
2022-01-01 16:00:00,52.0,53.0,0.92,23.39,24.31,,45.61,1.63,95.89,0.62,,,,0.68,2.2,33.65,72.06,,109.59,,0.0,173.37,,
2022-01-01 16:15:00,52.0,55.78,0.77,20.29,21.06,0.2,44.94,1.69,94.04,0.6,,,,0.64,2.08,33.17,75.3,,24.94,,0.0,150.88,,
2022-01-01 16:30:00,52.0,58.0,1.39,27.45,28.84,0.02,44.62,1.76,89.79,0.6,,,,0.7,2.08,32.72,79.06,,24.55,,0.0,145.6,,
2022-01-01 16:45:00,52.0,58.0,1.78,33.05,34.81,,44.89,1.77,88.09,0.65,,,,0.72,2.26,32.25,81.89,,23.81,,0.0,118.2,,
2022-01-01 17:00:00,52.0,58.0,0.88,31.06,31.95,,44.9,1.68,80.96,0.62,,,,0.73,2.18,31.65,81.52,,49.49,,0.0,84.87,,
2022-01-01 17:15:00,52.0,65.22,0.55,33.82,34.39,,45.37,1.81,66.6,0.61,,,,0.76,2.29,31.13,81.46,,136.0,,0.0,56.22,,
2022-01-01 17:30:00,62.14,71.0,1.35,43.2,44.56,,45.93,1.84,53.9,0.62,,,,0.84,2.35,30.66,83.4,,135.84,,0.0,28.02,,
2022-01-01 17:45:00,63.0,71.0,1.92,48.79,50.72,,45.59,1.92,47.56,0.67,,,,1.02,2.67,29.98,85.52,,135.93,,0.0,5.78,,
2022-01-01 18:00:00,63.0,71.0,1.97,51.44,53.4,,45.95,1.99,32.94,0.72,,,,1.09,2.81,29.19,87.65,,135.75,,0.0,,,
2022-01-01 18:15:00,63.0,79.89,5.58,72.71,78.3,,45.78,2.03,16.44,0.76,,,,1.1,3.06,28.49,92.8,,135.62,,0.0,,,
2022-01-01 18:30:00,54.7,87.0,9.1,71.32,80.43,,46.15,2.06,13.81,0.75,,,,1.26,3.42,27.68,98.88,,139.06,,0.0,,,
2022-01-01 18:45:00,,87.0,11.93,60.91,72.84,,,2.1,11.85,0.77,,,,1.16,3.53,26.8,99.9,,212.74,,0.0,,,
2022-01-01 19:00:00,54.0,87.0,11.56,57.06,68.61,,46.76,2.12,11.44,0.83,,,,1.12,3.2,25.86,99.9,,236.41,,0.0,,,
2022-01-01 19:15:00,54.0,90.33,16.45,62.98,79.41,,47.48,2.33,10.03,0.76,,,,0.98,2.9,25.2,99.9,,306.95,,0.0,,,
